"1848.7404","Sync time: 1852662 ms"
"1851.621","Sync time: 1711056575262 ms"
"1853.3813","Sync time: 1711056576959 ms"
"1898.351","Sync time: 1711056621911 ms"
"1908.7532","Sync time: 1912668 ms"
"1911.7938","Sync time: 1711056635282 ms"
"1913.3942","Sync time: 1711056636980 ms"
"1958.3638","Sync time: 1711056681935 ms"
"1968.766","Sync time: 1972681 ms"
"1971.8066","Sync time: 1711056695289 ms"
"1973.407","Sync time: 1711056696993 ms"
"2018.3766","Sync time: 1711056741943 ms"
"2028.9388","Sync time: 2032697 ms"
"2031.8195","Sync time: 1711056755306 ms"
"2033.4198","Sync time: 1711056756999 ms"
"2060.2961","standing_stop "
"2078.3662","Sync time: 1711056801952 ms"
"2079.6455","recovery_start "
"2088.2808","Sync time: 2092720 ms"
"2091.1592","Sync time: 1711056815316 ms"
"2092.7583","Sync time: 1711056817005 ms"
"2137.6936","Sync time: 1711056861963 ms"
"2148.2478","Sync time: 2152750 ms"
"2151.1262","Sync time: 1711056875334 ms"
"2152.7253","Sync time: 1711056877012 ms"
"2197.8206","Sync time: 1711056921999 ms"
"2208.2148","Sync time: 2212764 ms"
"2211.0933","Sync time: 1711056935349 ms"
"2212.6924","Sync time: 1711056937017 ms"
"2257.7876","Sync time: 1711056982015 ms"
"2268.182","Sync time: 2272778 ms"
"2271.0603","Sync time: 1711056995368 ms"
"2272.6594","Sync time: 1711056997030 ms"
"2317.7546","Sync time: 1711057042036 ms"
"2328.149","Sync time: 2332795 ms"
"2331.0273","Sync time: 1711057055376 ms"
"2332.7864","Sync time: 1711057057050 ms"
"2377.7217","Sync time: 1711057102057 ms"
"2379.8005","recovery_stop "
"2388.116","Sync time: 2392803 ms"
"2390.9944","Sync time: 1711057115385 ms"
"2392.7534","Sync time: 1711057117054 ms"
